Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.decode_runs.100,11449222812,1139735028,7501858,139092,18874368
All.decode_runs.1_000,185137832400,9577285760,183285849,2973691,18874368
All.decode_runs.10_000,20964846865000,9866212419296,12467667584,40684843,36700160
